First Commit Pull Request,Related to a good-first-issue?,Developer Experience?,Link to PR,Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
Fix for #3942 - change remote_directory resource file discovery to tr,0,Medior,https://github.com/chef/chef/pull/3944,1,0,0,0,0,0,
Added timeout during removing of windows package,0,Novice,https://github.com/chef/chef/pull/5250,1,1,0,0,0,0,
Core: Chef 12 Attribute Regression,0,Experienced,https://github.com/chef/chef/pull/5360,1,0,0,0,0,1,
Knife: Updating knife ssl fetch to correctly store certificate when it does not have a CN,0,Experienced,https://github.com/chef/chef/pull/5498,0,1,0,0,0,0,
Yum: Purge yum cache before deleting repo config,0,Novice,https://github.com/chef/chef/pull/5509,1,0,0,0,0,0,
Remove update-rc.d -n (dryrun) option.,0,Experienced,https://github.com/chef/chef/pull/6723,0,0,0,0,0,1,
Raise fatal error If FQDN duplicated,0,Experienced,https://github.com/chef/chef/pull/6781,0,1,0,0,0,0,
Enable x86_64-linux-kernel2 habitat builds for chef-client,0,Experienced,https://github.com/chef/chef/pull/7722,0,1,0,0,0,0,
Updates homebrew_cask tap name,0,Experienced,https://github.com/chef/chef/pull/8139,0,0,0,0,0,1,Organizational.
windows_share: Improve path comparison to prevent convering on each run,0,Experienced,https://github.com/chef/chef/pull/8248,0,1,0,0,0,1,
Fix simple typo: acceptannce -> acceptance,0,Novice,https://github.com/chef/chef/pull/8873,0,0,0,1,0,0,
Avoid a PATH environment variable update before a windows package install,0,Novice,https://github.com/chef/chef/pull/8961,0,0,0,0,0,1,
"Spelling, punctuation, grammar",0,Experienced,https://github.com/chef/chef/pull/9122,0,0,0,1,0,0,
Carbon::parse PHPDoc @return added,0,Novice,https://github.com/briannesbitt/Carbon/pull/31,0,0,0,1,0,0,
Added isSameDay,0,Medior,https://github.com/briannesbitt/Carbon/pull/75,0,0,1,0,0,0,
Fixed issue with isPast() returning true for now(),0,Experienced,https://github.com/briannesbitt/Carbon/pull/142,1,0,0,0,1,0,
Updated Testing,0,Experienced,https://github.com/briannesbitt/Carbon/pull/144,0,0,0,0,1,1,
Added function diffInHoursFiltered to filter a Date period by hours,0,Experienced,https://github.com/briannesbitt/Carbon/pull/227,0,0,1,0,0,0,
Add / Subtract months with no overflow,0,Experienced,https://github.com/briannesbitt/Carbon/pull/239,1,1,0,0,0,1,
Ternary expression,0,Experienced,https://github.com/briannesbitt/Carbon/pull/260,0,0,0,0,0,1,
Turkish translation,0,Novice,https://github.com/briannesbitt/Carbon/pull/277,0,0,0,1,1,0,
Updated LT translation,0,Novice,https://github.com/briannesbitt/Carbon/pull/340,0,0,0,1,0,0,
New lang file for Uzbek language,0,Novice,https://github.com/briannesbitt/Carbon/pull/370,0,0,0,1,0,0,
Latvian translations added,0,Novice,https://github.com/briannesbitt/Carbon/pull/382,0,0,0,1,0,0,
Fix arabic translation,0,Novice,https://github.com/briannesbitt/Carbon/pull/397,0,0,0,0,0,1,
Fix Dutch translation for years,0,Experienced,https://github.com/briannesbitt/Carbon/pull/537,1,0,0,1,0,0,
"Add getter to test for ""long years""",0,Experienced,https://github.com/briannesbitt/Carbon/pull/561,0,0,1,0,0,0,
Fix mistype,0,Novice,https://github.com/briannesbitt/Carbon/commit/a0a0e79e0945593b67a0883598417a0b371199d4,1,0,0,1,0,0,
Tr translate fix,0,Experienced,https://github.com/briannesbitt/Carbon/pull/620,1,0,0,1,0,0,
German Short Texts according to DIN 1355-1,0,Experienced,https://github.com/briannesbitt/Carbon/pull/746,1,0,0,1,1,0,
Fix typo in fromSerialized() method comments,0,Medior,https://github.com/briannesbitt/Carbon/pull/1029,0,0,0,1,0,0,
Added createFromTimestampMs method to parse timestamps in milliseconds.,0,Experienced,https://github.com/briannesbitt/Carbon/pull/988,0,0,1,0,0,0,
Add Serbian (Cyrillic) Language,0,Novice,https://github.com/briannesbitt/Carbon/pull/972,0,0,0,1,0,0,
Add compare method to ComposerInterval,0,Medior,https://github.com/briannesbitt/Carbon/commit/c2103db76dfd43e8b1e1f0ede9124d41e0acb2da,0,1,1,0,1,0,
Extra helpers,0,Experienced,https://github.com/briannesbitt/Carbon/pull/1151,0,0,1,0,1,1,
Added isDayOfWeek(int) method,0,Experienced,https://github.com/briannesbitt/Carbon/pull/993,0,0,1,0,1,0,
Add diff translations for Spanish,0,Experienced,https://github.com/briannesbitt/Carbon/pull/1283,0,1,0,1,0,0,
Added rest of translations in Azerbaijani.,0,Medior,https://github.com/briannesbitt/Carbon/pull/1392,0,0,0,1,0,0,
fix exception message,0,Medior,https://github.com/briannesbitt/Carbon/pull/1398,1,0,0,0,0,1,
Remove the JsonSerializable interface and prevent composer validate warning,0,Experienced,https://github.com/briannesbitt/Carbon/pull/1450,1,0,0,0,0,0,
require JSON extension,0,Experienced,https://github.com/briannesbitt/Carbon/pull/1461,0,0,0,0,0,1,
#1756 Add a parseFromLocale method to the CarbonInterval class,0,Experienced,https://github.com/briannesbitt/Carbon/pull/1765,0,0,1,0,0,0,
always use non-deprecated translation method,0,Experienced,https://github.com/briannesbitt/Carbon/pull/2019,0,1,0,0,0,1,
changed syntax highlighting code to javascript,0,Experienced,https://github.com/daneden/animate.css/pull/49,0,0,0,0,0,1,
BugFix on rotateOutUpLeft keyframes without vendor prefix,0,Medior,https://github.com/daneden/animate.css/pull/52,1,0,0,0,0,0,
Fix indentation in config file,0,Medior,https://github.com/daneden/animate.css/pull/133,0,0,0,0,0,1,
sh code highlighing,0,UNCERTAIN,https://github.com/daneden/animate.css/pull/148,0,0,0,1,0,0,Developer has tampered with their commits to display an image.
Added slideInUp animation,0,Medior,https://github.com/daneden/animate.css/pull/189,0,0,1,0,0,0,
Flipped flip,0,Experienced,https://github.com/daneden/animate.css/pull/217,0,0,0,0,0,1,
Fixed typo error in rotateOutDownLeft. Fixes #246,0,Experienced,https://github.com/daneden/animate.css/pull/255,1,0,0,0,0,0,
Tiny typo in animate-config.json,0,Experienced,https://github.com/daneden/animate.css/pull/270,1,0,0,0,0,0,
Adding repository field,0,Experienced,https://github.com/daneden/animate.css/pull/336,0,1,0,0,0,0,
Update README.md,0,Medior,https://github.com/daneden/animate.css/pull/359,0,0,0,1,0,0,
Use translate3d instead of translateY or translateX,0,Experienced,https://github.com/daneden/animate.css/pull/375,0,0,0,0,0,1,
"""jello animation""",0,Novice,https://github.com/daneden/animate.css/pull/398,0,0,1,0,0,0,
replaced 0% keyframes with 'from' keyword,0,Experienced,https://github.com/daneden/animate.css/pull/451,1,0,0,0,0,1,
Automatically generate the banner,0,Experienced,https://github.com/daneden/animate.css/pull/487,0,0,1,0,0,1,
specify npm main field,0,Medior,https://github.com/daneden/animate.css/pull/491,0,0,0,0,0,1,Organizational.
LICENSE file added,0,Medior,https://github.com/daneden/animate.css/pull/525,0,0,0,1,0,0,
Add a custom jQuery function in the README,0,Experienced,https://github.com/daneden/animate.css/pull/531,0,0,0,1,0,0,
Updated Readme.md,0,Medior,https://github.com/daneden/animate.css/pull/549,0,0,0,1,0,0,
[bower.json] source dir removed from the ignore array ,0,Novice,https://github.com/daneden/animate.css/pull/550,0,0,0,0,0,1,
add npm installation to readme,0,Medior,https://github.com/daneden/animate.css/pull/594,0,0,0,1,0,0,
Replace unnecessary jQuery $(this) to this,0,Experienced,https://github.com/daneden/animate.css/pull/605,0,0,0,0,0,1,
updated CDN on the Readme.md ,0,Novice,https://github.com/daneden/animate.css/pull/626,0,0,0,1,0,0,
fix headings,0,Experienced,https://github.com/daneden/animate.css/pull/685,1,0,0,0,0,1,
update readme.md,0,Medior,https://github.com/daneden/animate.css/pull/709,0,0,0,1,0,0,
Add Prettier,0,Experienced,https://github.com/daneden/animate.css/pull/762,0,0,1,0,0,0,
Add CDNJS version badge in readme,0,Experienced,https://github.com/daneden/animate.css/pull/643,0,0,0,1,0,0,
Add Heart-Beat animation,0,Experienced,https://github.com/daneden/animate.css/pull/830,0,0,1,0,0,0,
add yarn in readme.md,0,Experienced,https://github.com/daneden/animate.css/pull/865,0,0,0,1,0,0,
Turn off animations for print media query (#856),0,Novice,https://github.com/daneden/animate.css/pull/881,0,1,0,0,0,1,
HTTPS link to opensource.org/licenses/MIT,0,Experienced,https://github.com/daneden/animate.css/pull/943,0,0,0,1,0,0,
Update README.md ,0,Experienced,https://github.com/angular/angular/commit/d0333e43761603c9ce33ad1b19c71353d3faaa4b,0,0,0,1,0,0,
" fix(JsonPipe): marks json pipe as not pure Marked json pipe as not pure so that it runs all the time, reflecting changes on the object.",0,Experienced,https://github.com/angular/angular/commit/fc016b59dcf13161d0396bd868bcc4a6e5efce08,1,0,0,1,0,0,
docs(ng_class): Fix missing comma in example,0,Experienced,https://github.com/angular/angular/pull/8769,0,0,0,1,0,0,
feat(security): allow more HTML5 elements and attributes in sanitizers,0,Experienced,https://github.com/angular/angular/commit/6605eb30e9913e356f76752754e1c33221d3e9e4,0,1,0,0,0,0,
fix(UrlParser) stop setting default value 'true' (matrix params),0,Medior,https://github.com/angular/angular/pull/10946,1,0,0,0,0,0,
fix(compiler-cli): don't unnecessarily throw on StaticSymbols,0,Experienced,https://github.com/angular/angular/pull/12158,1,0,0,0,0,0,
feat(compiler): add id property to i18nMessage ,0,Experienced,https://github.com/angular/angular/commit/6dd52017652f0faab6ecb21fc4107c5fb669fb9b,0,0,1,0,0,0,
fix(aio): invalid formatting in architecure.md,0,Experienced,https://github.com/angular/angular/pull/18159,0,0,0,1,0,0,
docs(aio): typo in template-syntax guide,0,Medior,https://github.com/angular/angular/pull/18765,0,0,0,1,0,0,
"docs(aio): fix ""Error handling"" section in ""HttpClient""",0,Novice,https://github.com/angular/angular/pull/18821,0,0,0,1,0,0,
docs: delete duplicated word,0,Experienced,https://github.com/angular/angular/pull/21129,0,0,0,1,0,0,
docs(http): fix a typo in code comment,0,Novice,https://github.com/angular/angular/pull/22327,0,0,0,1,0,0,
remove redundant override of robots meta,0,Experienced,https://github.com/angular/angular/pull/23249,0,0,0,0,0,1,
styles(topMenu):space between .home and .hamburger,0,Medior,https://github.com/angular/angular/pull/23624,0,0,0,0,0,1,
docs(ivy): fix typo in STATUS.md ,0,Experienced,https://github.com/angular/angular/commit/e79b845a45466ec589776068226498cf204ab115,0,0,0,1,0,0,
"docs: update `lowercase` pipe example in ""AngularJS to Angular"" guide",0,Experienced,https://github.com/angular/angular/pull/24588,0,0,0,1,0,0,
docs(core): rephrase doc for Injector.get,0,Experienced,https://github.com/angular/angular/pull/24670,0,0,0,1,0,0,
fix(router): Fix _lastPathIndex in deeply nested empty paths,0,Experienced,https://github.com/angular/angular/pull/22394,1,0,0,0,0,0,
docs(http): fixed example unit test for error catching,0,Experienced,https://github.com/angular/angular/pull/25306,0,0,0,1,0,0,
docs: fix typo in bootstrapping guide,0,Medior,https://github.com/angular/angular/pull/25939,0,0,0,1,0,0,
feat(ivy): adding support for ngNonBindable attribute,0,Novice,https://github.com/angular/angular/pull/26119,0,0,1,0,0,0,
"docs: minor wording correction. ""use"" to ""user"".",0,Novice,https://github.com/angular/angular/pull/26452,0,0,0,1,0,0,
docs: Removing duplicate lines,0,Medior,https://github.com/angular/angular/pull/26754,0,0,0,1,0,0,
docs: correct https://angularconsole.com/ link,0,Novice,https://github.com/angular/angular/pull/26999,0,0,0,1,0,0,
docs(router): fix misnamed path,0,Experienced,https://github.com/angular/angular/pull/27879,0,0,0,1,0,0,
docs: add Justin Schwartzenberger to GDE page,0,Experienced,https://github.com/angular/angular/pull/29401,0,0,0,1,0,0,
docs: fixed typo on HttpParamsOptions,0,Experienced,https://github.com/angular/angular/pull/29930,0,0,0,1,0,0,
docs: fix naming miss and improve with anchor reference in router guide,0,Experienced,https://github.com/angular/angular/pull/30225,0,0,0,1,0,0,
docs: add kamil mysliwiec to GDE resources,0,Experienced,https://github.com/angular/angular/pull/30508,0,0,0,1,0,0,
docs: change screenshot in setup-local for version 9,0,Experienced,https://github.com/angular/angular/pull/33998,0,0,0,1,0,0,
Initial external release,0,Experienced,https://github.com/aws/aws-cdk/pull/1,0,0,1,0,0,0,Organizational.
Correct instructions for using the superchain,0,Experienced,https://github.com/aws/aws-cdk/commit/b85fcbefadc889fed544b1c1ce29c252f5a6bb24,1,0,0,0,0,1,Organizational.
Minor usage imporvements!,0,Medior,https://github.com/aws/aws-cdk/pull/8,0,1,0,0,0,0,
aws-cdk-kinesis: Implement Kinesis Stream L2 construct. ,0,Experienced,https://github.com/aws/aws-cdk/pull/86,0,0,1,0,0,0,
Minor typo (docs),0,Experienced,https://github.com/aws/aws-cdk/pull/551,0,0,0,1,0,0,
"BREAKING: fix typo ""priviledged"" -> ""privileged""",0,Experienced,https://github.com/aws/aws-cdk/pull/734,1,0,0,0,0,1,
Updated @aws-cdk/aws-codecommit README.md to correct code typo,0,Medior,https://github.com/aws/aws-cdk/pull/780,0,0,0,1,0,0,
Fixed typo in writing-constructs document,0,Experienced,https://github.com/aws/aws-cdk/pull/1017,0,0,0,1,0,0,
docs: Fix incorrect method name,0,Experienced,https://github.com/aws/aws-cdk/pull/1106,0,0,0,1,0,0,
chore(apigateway): add missing tracingEnabled property to API Gateway Stage,0,Medior,https://github.com/aws/aws-cdk/pull/1482,0,1,0,0,0,0,
fix(codebuild): fix Project example with GithubSource ,0,Experienced,https://github.com/aws/aws-cdk/pull/1834,1,0,0,0,0,0,
ECS private registry support design,0,Experienced,https://github.com/aws/aws-cdk/pull/1737,0,0,1,1,0,0,
feat: Add python support to cdk init,0,Experienced,https://github.com/aws/aws-cdk/pull/2130,0,0,1,0,1,0,
feat: Adds NLB TLS Listener,0,Experienced,https://github.com/aws/aws-cdk/pull/2122,0,0,1,1,1,0,
chore(deps): bump lodash.template from 4.4.0 to 4.5.0,0,BOT,https://github.com/aws/aws-cdk/pull/3276,0,0,0,0,0,1,Organizational.
fix(README): fix invalid url in README,0,Experienced,https://github.com/aws/aws-cdk/pull/3296,0,0,0,1,0,0,
fix(cli): update bit.ly link to be directly to github,0,Experienced,https://github.com/aws/aws-cdk/pull/3782,0,0,0,1,0,0,
feat(ecs): add additional log drivers,0,Experienced,https://github.com/aws/aws-cdk/pull/3762,0,1,0,1,1,0,
feat(stepfunctions): add support for Map state,0,Medior,https://github.com/aws/aws-cdk/pull/4145,0,0,1,0,0,0,
feat(s3): onCloudTrailWriteObject matches all update events,0,Novice,https://github.com/aws/aws-cdk/pull/4723,0,0,1,0,0,0,
chore: fix author matching in Mergify configuration,0,Experienced,https://github.com/aws/aws-cdk/pull/4851,1,0,0,0,0,0,
feat(codebuild): support AL2 2.0 & Standard 3.0,0,Experienced,https://github.com/aws/aws-cdk/pull/5226,0,0,1,0,0,0,
chore(ecs): correct doc with proper comparison between launch types,0,Experienced,https://github.com/aws/aws-cdk/pull/5394,0,0,0,1,0,0,
"feat(ecs-patterns): healthyPercent on ALB, NLB, Fargate",0,Experienced,https://github.com/aws/aws-cdk/pull/4820,0,0,1,0,0,0,
feat(eks): EKS-Optimized AMI with GPU support for G4 instance,0,Experienced,https://github.com/aws/aws-cdk/pull/5479,0,0,1,0,0,1,
fix(docs) VPC: fromLookup() allows asymmetric vpc import,0,Novice,https://github.com/aws/aws-cdk/pull/5563,0,0,0,1,0,0,
feat(ec2): `VpcEndpointService` construct,0,Medior,https://github.com/aws/aws-cdk/pull/5498,0,0,1,0,0,0,
fix(route53): invalid import example in README,0,Medior,https://github.com/aws/aws-cdk/pull/5946,1,0,0,1,0,0,
feat(sns): support multiple tokens as url and email subscriptions,0,Novice,https://github.com/aws/aws-cdk/pull/6357,0,1,1,0,0,0,
feat(cloudformation): CloudFormation Resource Specification 11.1.0,0,Experienced,https://github.com/aws/aws-cdk/pull/6424,0,0,1,0,0,0,
Configure bugtraq options after clone,0,Experienced,https://github.com/dotnet/aspnetcore/commit/ffe5f070e0ee18484daa1bc50bf81cc7ea2f5a25,0,1,0,0,0,0,
Run tests for all configured platforms ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/85a9af832e5cb6eed9aacd9dbad20ba0f822ebb8,0,0,0,0,1,0,
Multiple active result sets,0,Experienced,https://github.com/dotnet/aspnetcore/commit/dcc55c97ba740c90d1acbe1db90e31a1436006a7,0,0,0,0,0,1,
Fixing Issue #120,0,Experienced,https://github.com/dotnet/aspnetcore/commit/de56109c160dd0b870ecce582ee36d98f5516a29,0,1,0,0,0,0,
Mondo 2.1: ServerTests StaticFiles and Session,0,Experienced,https://github.com/dotnet/aspnetcore/pull/4184,0,0,0,0,1,0,
"2.1: Merge Localization, BasicMiddleware, and Identity ",0,Experienced,https://github.com/dotnet/aspnetcore/pull/4345,0,1,1,0,0,1,
14.28 If-Unmodified-Since - Incorrect condition,0,Experienced,https://github.com/dotnet/aspnetcore/commit/8487bf0ae53247be8a270c2e204a7e3c46386c23,1,0,0,0,0,0,
Updating to AutoMapper 5.0 ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/edf1f88398d23209b92b22a5f9087e3420b594f2,0,0,0,0,0,1,
Add support for clients to configure a policy with custom logic about,0,Experienced,https://github.com/dotnet/aspnetcore/commit/8214954d5b0dafe191890da9a3de86f5b607ea69,0,0,1,0,0,0,
Added babel-loader caching to improve subsequent build times.,0,Experienced,https://github.com/dotnet/aspnetcore/commit/365b2c50cb3daed02bbc6a79014d19b66c98f573,0,0,1,0,0,0,
Remove excessive periods in comments. (#1162) ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/795040a8a19be9e4530f4729f9bcc8d2d0a2891e,0,0,0,1,0,0,
Updatged package.json and webpack vendor config ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/c791ceee492a895bab51278303510b79b6b0f703,0,0,0,0,0,1,
Updating to new toolset compiler. (#2043) ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/f0ade24cf784fbadd8dfa3644497981d2144377f,0,0,0,0,0,1,Organziational.
Fix the double buffer rent/free (#921) ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/f71e31a1cd5c8a327f6434baf9dbcf4da96f3265,1,0,0,0,0,0,
 Avoid allocation of a new char array on every request in RouteCollection class,0,Experienced,https://github.com/dotnet/aspnetcore/commit/a3c1b6d03335675927568c5289d94b345fa795a9,1,0,0,0,0,0,
 [Fixes #6902] Added an overload for StatusCode that takes in System.Net.HttpStatusCode,0,Experienced,https://github.com/dotnet/aspnetcore/commit/c567a690bc4364c536a727dd3b64227bb574a0ec,0,1,0,0,0,0,
allow paths that contain '.' (#125) ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/70c8133fce523b6eb42f39cc4da78e9ac11e99dc,0,1,0,0,0,0,
Makes MapHub and MapEndpoint consistent with other ASP.NET Core APIs ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/31ef3c49df90731169b9c8ea5a6a707964a8001c,0,0,0,0,0,1,
 Add the middleware name to the exception message UseMiddlewareNoInvokeMethod (#993),0,Experienced,https://github.com/dotnet/aspnetcore/commit/9119433ab778d7adf04c4601917809f2f4582a93,0,1,0,0,0,0,
Update corefxlab dependencies to preview1 versions (#902) ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/29991868f32f12f4dc5dcb11e437d494fc895549,0,0,0,0,0,1,Organziational.
Add support for pointer events ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/043556d1113022210bb5c7972a967d0b1466da2a,0,0,1,0,0,0,
Lowercase scheme and host to better align with RFC 6454. ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/feceb3ddeaf0a0ca7e895eb83674d78fee53515c,0,0,0,0,0,1,
UrlHelperBase L166-167 declared type of url in TryFastGenerateUrl ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/05d729b4098a4f9015c88aaae680dcb0cf072480,0,0,0,0,0,1,
Implement parallel health checks ,0,Experienced,https://github.com/dotnet/aspnetcore/commit/d805cf3b2e5507940152361af106b74eb8043f3b,0,1,0,0,0,0,
Remove use of GetRuntimeInterfaceMap in IsTypeAwaitable,0,Experienced,https://github.com/dotnet/aspnetcore/pull/10572,0,0,0,0,0,1,
Grammer in comments,0,Medior,https://github.com/dotnet/aspnetcore/pull/12355,0,0,0,1,0,0,
Blazor _LinkBlazorApplication changed to use DOTNET_HOST_PATH,0,Experienced,https://github.com/dotnet/aspnetcore/pull/12849,1,0,0,0,0,1,
Add CreateXmlReader overload - adds Type parameter ,0,Experienced,https://github.com/dotnet/aspnetcore/pull/13302,0,0,1,0,0,0,
Add XML docs to IHttpContextAccessor and IHttpContextFactory,0,Medior,https://github.com/dotnet/aspnetcore/pull/14747,0,0,0,1,0,0,
Let UriEndpoint ToString return the Ur,1,Novice,https://github.com/dotnet/aspnetcore/pull/12668,0,0,0,0,0,1,
,,,,,,,,,,
Totals:,49,,,272,230,138,447,68,310,
,Related to a good first issue?,,,Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),
,,,,,,,,,,
Developer Experience Overviews:,Novice:,154,,35,27,9,77,4,25,
,Medior:,251,,53,44,24,88,15,62,
,Experienced:,846,,183,159,105,272,48,214,
,Bot:,18,,,,,,,,
,,,,,,,,,Organizational:,58
,,,,,,,,,,
,,,,Bug Fix Correspondence,Enhancing a Feature Correspondence,Feature Correspondence,Documentation Correspondence,Testing Correspondence,Refactoring Correspondence,
,,,Bug Fix Correspondence:, -,14,1,24,7,37,
,,,Enhancing Correspondence:,14, -,9,6,7,45,
,,,Feature Correspondence:,1,9, -,10,13,13,
,,,Documentation Correspondence:,24,6,10, -,7,12,
,,,Testing Correspondence:,7,7,13,7, -,13,
,,,Refactoring Correspondence:,37,45,13,12,13, -,
